Accuraccy_train_h24-28-32_w200_ov64_120-500s,Loss_train_h24-28-32_w200_ov64_120-500s,Accuraccy_train_h24-30-36_w200_ov64_120s-500s,Loss_train_h24-30-36_w200_ov64_120s-500s,Accuraccy_train_h28-30-32_w200_ov64_120-500s,Loss_train_h28-30-32_w200_ov64_120-500s,Accuraccy_train_h28-32-36_w200_ov64_120s-500s,Loss_train_h28-32-36_w200_ov64_120s-500s,Accuraccy_train_h32-34-36_w200_ov64_120-500s,Loss_train_h32-34-36_w200_ov64_120-500s,Accuraccy_train_h38-40-42_w200_ov64_120s-500s,Loss_train_h38-40-42_w200_ov64_120s-500s,Accuraccy_train_h42-44-46_w200_ov64_120s-500s,Loss_train_h42-44-46_w200_ov64_120s-500s,Accuraccy_train_h24-28-32-36_w200_ov64_120-500s,Loss_train_h24-28-32-36_w200_ov64_120-500s,Accuraccy_train_h30-32-34-36_w200_ov64_120s-500s,Loss_train_h30-32-34-36_w200_ov64_120s-500s
0.644486688,0.614013704,0.638810682,0.631385852,0.676531121,0.656414574,0.671194704,0.575990626,0.626927735,0.631703464,0.569607456,0.660911931,0.584482772,0.678110501,0.664623232,0.57673651,0.63218393,0.666616547
0.644261128,0.613871668,0.63861984,0.630713199,0.67644825,0.656529051,0.671802772,0.572217574,0.626863123,0.635220965,0.570681544,0.66200552,0.585216586,0.676497935,0.665285613,0.576055368,0.633025189,0.664029079
0.644233202,0.615486104,0.638520394,0.625933692,0.676202305,0.654917735,0.672474746,0.570974781,0.627554433,0.634744538,0.569680823,0.66068509,0.586018532,0.674033662,0.665802457,0.573675808,0.634280325,0.662341959
0.644455521,0.616953954,0.639511528,0.622501863,0.677106255,0.651623653,0.672462327,0.570462862,0.628223076,0.634911293,0.570631294,0.657197722,0.587158483,0.673516334,0.666302356,0.572602205,0.635680599,0.660683833
0.64485465,0.62138834,0.639565489,0.618333567,0.677981046,0.646923755,0.672857607,0.566927026,0.627816495,0.631132514,0.569320494,0.65754506,0.587096788,0.674516308,0.66654718,0.571268704,0.635141763,0.661955123
0.64493934,0.621160815,0.639050844,0.623176659,0.677722482,0.644331111,0.672679171,0.563378877,0.62861928,0.629517943,0.570499803,0.656076696,0.588359802,0.673840633,0.66690181,0.570740403,0.636604159,0.660358096
0.645853132,0.622605324,0.639588634,0.621874694,0.678793516,0.643190022,0.672506311,0.566114253,0.629318461,0.627392979,0.572307154,0.653656112,0.589236125,0.672540648,0.667245357,0.571028424,0.637606557,0.657596891
0.646270835,0.62354438,0.639403439,0.624596591,0.678071166,0.643880995,0.672416471,0.569368811,0.629223032,0.624578842,0.573649727,0.652035846,0.589145313,0.670466756,0.667464375,0.568648541,0.638752937,0.656035385
0.646963932,0.624923094,0.638914643,0.625336909,0.677219944,0.650742688,0.672252829,0.570964401,0.629435048,0.624373338,0.574145686,0.653344692,0.589730654,0.670075103,0.668462389,0.568017211,0.639864578,0.655042246
0.647466087,0.626029319,0.639049636,0.626651239,0.677804989,0.649917737,0.671943311,0.574420139,0.630165748,0.627314328,0.573197814,0.653131799,0.589303498,0.670549149,0.669098937,0.566896507,0.640603822,0.653144796
0.646835156,0.626541501,0.639405748,0.628608076,0.678445989,0.648583009,0.671791441,0.572240838,0.631096653,0.626995158,0.572747158,0.65118143,0.589542499,0.669129403,0.669281033,0.565190247,0.640597171,0.653866418
0.646773568,0.627321444,0.639825481,0.62434353,0.679068409,0.647276812,0.671790365,0.571223024,0.631345125,0.625843928,0.571384494,0.65238359,0.590257664,0.668434291,0.669350497,0.56710811,0.641194577,0.6539609
0.646659421,0.626937578,0.640160336,0.624725946,0.679815193,0.651331905,0.671933619,0.571625981,0.63180186,0.623644095,0.571656509,0.651534634,0.589682555,0.668567365,0.669841257,0.565485703,0.64231604,0.652575784
0.64622717,0.625032765,0.640342038,0.623907132,0.680470868,0.653171741,0.671717169,0.574630578,0.632458058,0.624084119,0.57162119,0.650643734,0.589358387,0.666570103,0.670735512,0.564507092,0.641912101,0.650812539
0.646968734,0.624601451,0.640447832,0.626079883,0.680762836,0.654961254,0.671576877,0.574828966,0.633096029,0.623552401,0.57291664,0.649951315,0.58834878,0.666999313,0.671604926,0.564128926,0.641624602,0.649702729
0.647742067,0.625495867,0.640410945,0.622355758,0.68063789,0.654510697,0.671440429,0.572951942,0.633096985,0.62176334,0.573666543,0.646743574,0.589649938,0.664653284,0.672247578,0.562884096,0.642071421,0.647814507
0.648237588,0.623644448,0.640581895,0.618679685,0.681054172,0.655732978,0.671717169,0.575234352,0.633641172,0.620648453,0.574539939,0.643509212,0.590840855,0.663021903,0.673173161,0.562115875,0.643069228,0.648522775
0.648060833,0.622121455,0.641156449,0.617763313,0.680729668,0.655379598,0.671717169,0.573754572,0.634103846,0.621308236,0.575035434,0.641443957,0.589703718,0.6644197,0.674271593,0.562229927,0.644040427,0.646927036
0.64818891,0.622116437,0.641581618,0.615382718,0.68061009,0.654051504,0.672514617,0.574311339,0.634818824,0.622880494,0.576217778,0.64004463,0.589400598,0.662941393,0.674853789,0.560330433,0.644736865,0.64772294
0.648659322,0.620983465,0.642857129,0.612103567,0.681268963,0.649737467,0.67309458,0.571208874,0.635645755,0.626007781,0.575918735,0.640993244,0.590043304,0.664312769,0.675901864,0.560617266,0.645415214,0.646450622
0.649263913,0.619527638,0.643511236,0.608609888,0.681974725,0.648971506,0.673789172,0.569638485,0.636064934,0.626161583,0.576309302,0.638414758,0.59081198,0.66352144,0.676543198,0.558780888,0.64646467,0.64627431
